english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
deprecate,Shareholders expect leadership to deprecate the proposed changes at the annual meeting.,반대하다,주주들은 연례 회의에서 경영진이 제안된 변경 사항을 반대하도록 기대한다.,反対する,株主は年次総会で経営陣が提案された変更を反対することを期待している。,反对,股东期望领导层在年度会议上反对拟议的变更。,"deprecar, expresar desaprobación, objetar",El comité de ética deprecó públicamente la conducta del ejecutivo por considerarla contraria a los valores corporativos.
dereliction,Academic researchers studied the dereliction and its effects on organizational decision-making processes.,의무 태만,학술 연구자들은 의무 태만과(와) 조직 의사결정 과정에 미치는 영향을 연구했다.,義務怠慢,学術研究者は義務怠慢とそれが組織の意思決定プロセスに与える影響を研究した。,失职,学术研究人员研究了失职及其对组织决策过程的影响。,"dejadez, abandono del deber, negligencia",La dejadez en el mantenimiento del equipo fue identificada como la causa principal del accidente en la planta.
derivative,The auditor found a derivative pattern in the expense reports from last quarter.,파생적인,감사관은 지난 분기 경비 보고서에서 파생적인 패턴을 발견했다.,派生的な,監査人は前四半期の経費報告書で派生的なパターンを発見した。,衍生的,审计员在上季度费用报告中发现了衍生的模式。,"derivativo, no original, que proviene de otra fuente",Los críticos señalaron que la nueva línea de productos era derivativa y carecía de innovación genuina.
derogate,Shareholders expect leadership to derogate the proposed changes at the annual meeting.,경시하다,주주들은 연례 회의에서 경영진이 제안된 변경 사항을 경시하도록 기대한다.,軽視する,株主は年次総会で経営陣が提案された変更を軽視することを期待している。,贬损,股东期望领导层在年度会议上贬损拟议的变更。,"derogar, menospreciar, rebajar el mérito","El informe no debería derogar los logros del equipo, sino más bien reconocer sus contribuciones al proyecto."
descry,The task force was assembled to descry long-standing issues in supply chain logistics.,발견하다,태스크포스는 공급망 물류의 오래된 문제를 발견하도록 구성되었다.,発見する,タスクフォースはサプライチェーン物流の長年の問題を発見するために編成された。,发现,专项工作组的组建旨在发现供应链物流中的长期问题。,"descubrir, avistar, percibir con dificultad",El analista logró descubrir una tendencia prometedora en los datos de mercado que otros habían pasado por alto.
desiccate,Cross-functional teams collaborated to desiccate barriers between engineering and marketing departments.,건조시키다,다기능 팀은 엔지니어링과 마케팅 부서 간의 장벽을 건조시키도록 협력했다.,乾燥させる,部門横断チームはエンジニアリングとマーケティング部門間の障壁を乾燥させるために協力した。,使干燥,跨职能团队合作使干燥工程和营销部门之间的壁垒。,"desecar, deshidratar, agotar la energía",Los interminables debates sin resolución parecían desecar la motivación del equipo de desarrollo de productos.
desultory,Reviewers praised the desultory quality of the research published in the quarterly journal.,산만한,평론가들은 분기별 저널에 게재된 연구의 산만한 품질을 칭찬했다.,散漫な,レビュアーは季刊誌に掲載された研究の散漫な品質を称賛した。,散漫的,评审人员赞扬了季刊上发表的研究的散漫的品质。,"desganado, aleatorio, falto de método",Los revisores señalaron la calidad desganada de la investigación publicada en el diario trimestral.
detraction,The detraction of the regulatory landscape requires constant vigilance from compliance departments.,비방,규제 환경의 비방은(는) 준수 부서의 지속적인 경계를 요구한다.,中傷,規制環境の中傷はコンプライアンス部門からの絶え間ない警戒を必要とする。,贬低,监管环境的贬低要求合规部门持续保持警惕。,"detracción, difamación, crítica negativa",La detracción del entorno regulatorio requiere vigilancia constante por parte de los departamentos de cumplimiento.
deviate,The task force was assembled to deviate long-standing issues in supply chain logistics.,벗어나다,태스크포스는 공급망 물류의 오래된 문제를 벗어나도록 구성되었다.,逸脱する,タスクフォースはサプライチェーン物流の長年の問題を逸脱するために編成された。,偏离,专项工作组的组建旨在偏离供应链物流中的长期问题。,"desviarse, apartarse del curso previsto",El grupo de trabajo fue creado para desviarse de los problemas crónicos en la logística de la cadena de suministro.
devolve,The audit team sought to devolve discrepancies found in the annual financial statements.,이양하다,감사팀은 연간 재무제표에서 발견된 불일치를 이양하기로 했다.,委譲する,監査チームは年次財務諸表で発見された不一致を委譲することを求めた。,移交,审计团队试图移交年度财务报表中发现的差异。,"transferir, delegar responsabilidades",El equipo de auditoría buscó transferir las discrepancias encontradas en los estados financieros anuales.
diaphanous,The diaphanous behavior exhibited during the merger talks jeopardized the entire transaction.,투명한,합병 협상 중 보여진 투명한 행태가 전체 거래를 위태롭게 했다.,透明な,合併交渉中に見られた透明な行動がトランザクション全体を危険にさらした。,透明的,并购谈判中表现出的透明的行为危及了整个交易。,"diáfano, transparente, translúcido",El comportamiento transparente exhibido durante las conversaciones de fusión puso en riesgo toda la transacción.
dilatory,Board members expressed dilatory reservations about expanding into the untested Southeast Asian market.,지체하는,이사회 구성원들은 미개척 동남아 시장 진출에 대해 지체하는 유보를 표명했다.,遅延的な,取締役会メンバーは未開拓の東南アジア市場への進出に遅延的な留保を表明した。,拖延的,董事会成员对进军尚未开发的东南亚市场表达了拖延的保留意见。,"dilatorio, que causa retrasos, moroso",Los miembros del consejo expresaron reservas dilatorias sobre la expansión al inexplorado mercado del Sudeste Asiático.
