english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
susceptible,Experts believe the susceptible will significantly impact the industry going forward.,영향받기 쉬운,전문가들은 영향받기 쉬운이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,影響を受けやすい,専門家は影響を受けやすいが今後業界に大きな影響を与えると考えています。,易受影响的,专家认为易受影响的将对行业未来产生重大影响。,"susceptible, propenso",Los expertos creen que los mercados susceptibles tendrán un impacto significativo en la industria en el futuro.
suspend,The CEO announced plans to suspend across all regional office locations.,중단하다,CEO는 모든 지역 사무소에 걸쳐 중단하다 계획을 발표했습니다.,中断する,CEOはすべての地域オフィスにわたって中断する計画を発表しました。,暂停,首席执行官宣布了在所有区域办事处暂停的计划。,"suspender, detener",El CEO anunció planes para suspender ciertas operaciones en todas las oficinas regionales.
sustainability,Experts believe the sustainability will significantly impact the industry going forward.,지속가능성,전문가들은 지속가능성이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,持続可能性,専門家は持続可能性が今後業界に大きな影響を与えると考えています。,可持续性,专家认为可持续性将对行业未来产生重大影响。,"sostenibilidad, sustentabilidad",Los expertos creen que la sostenibilidad tendrá un impacto significativo en la industria en el futuro.
syndicate,The new syndicate will be implemented across all departments starting next month.,신디케이트,새로운 신디케이트이/가 다음 달부터 모든 부서에 시행될 것입니다.,シンジケート,新しいシンジケートは来月からすべての部門で実施されます。,辛迪加,新的辛迪加将从下月起在所有部门实施。,"sindicato financiero, consorcio",El nuevo sindicato financiero será implementado en todos los departamentos a partir del mes próximo.
synergy,A thorough review of the synergy revealed several areas for improvement.,시너지,시너지에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,シナジー,シナジーの徹底的なレビューにより、いくつかの改善点が明らかになりました。,协同效应,对协同效应的全面审查揭示了几个需要改进的领域。,"sinergia, efecto combinado",Una revisión exhaustiva de la sinergia reveló varias áreas de mejora.
synthesis,The synthesis requires careful consideration before any final decisions are made.,합성,합성은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,合成,合成は最終決定を下す前に慎重な検討が必要です。,综合,综合在做出最终决定之前需要仔细考虑。,"síntesis, combinación",La síntesis requiere una consideración cuidadosa antes de tomar decisiones finales.
systematize,The department needs to systematize to meet the upcoming project deadline.,체계화하다,부서는 다가오는 프로젝트 마감일을 맞추기 위해 체계화하다야 합니다.,体系化する,部門は今後のプロジェクト期限に間に合うよう体系化する必要があります。,系统化,部门需要系统化以满足即将到来的项目截止日期。,"sistematizar, ordenar",El departamento necesita sistematizar los procesos para cumplir con el plazo del proyecto.
tabulate,The board voted to tabulate as part of the new corporate strategy.,집계하다,이사회는 새로운 기업 전략의 일환으로 집계하다기로 투표했습니다.,表にする,取締役会は新しい企業戦略の一環として表にすることを決議しました。,制表,董事会投票制表作为新企业战略的一部分。,"tabular, calcular en tabla",La junta votó tabular los resultados como parte de la nueva estrategia corporativa.
tactful,A tactful perspective is needed to evaluate the long-term business impact.,요령 있는,장기적 사업 영향을 평가하려면 요령 있는 관점이 필요합니다.,如才な,長期的なビジネスへの影響を評価するには如才な視点が必要です。,机智的,评估长期商业影响需要机智的的视角。,"diplomático, discreto",Se necesita una perspectiva diplomática para evaluar el impacto empresarial a largo plazo.
tactic,A detailed analysis of the tactic was included in the quarterly report.,전술,전술에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,戦術,戦術の詳細な分析が四半期報告書に含まれていました。,策略,季度报告中包含了对策略的详细分析。,"táctica, estrategia",Un análisis detallado de la táctica fue incluido en el informe trimestral.
tangible,A detailed analysis of the tangible was included in the quarterly report.,유형의,유형의에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,有形の,有形のの詳細な分析が四半期報告書に含まれていました。,有形的,季度报告中包含了对有形的的详细分析。,"tangible, concreto",Un análisis detallado de los activos tangibles fue incluido en el informe trimestral.
tariff,A thorough review of the tariff revealed several areas for improvement.,관세,관세에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,関税,関税の徹底的なレビューにより、いくつかの改善点が明らかになりました。,关税,对关税的全面审查揭示了几个需要改进的领域。,"arancel, tarifa aduanera",Una revisión exhaustiva del arancel reveló varias áreas de mejora.
taxonomy,Understanding the taxonomy is essential for making informed business decisions.,분류체계,정보에 입각한 비즈니스 결정을 위해 분류체계을/를 이해하는 것이 중요합니다.,分類法,情報に基づくビジネス判断のために分類法を理解することが重要です。,分类法,了解分类法对于做出明智的商业决策至关重要。,"taxonomía, clasificación",Comprender la taxonomía es esencial para tomar decisiones empresariales informadas.
