english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
coopt,The board decided to coopt two independent directors to improve corporate governance.,편입하다,이사회는 기업 지배 구조를 개선하기 위해 2명의 독립 이사를 추가 선임하기로 결정했다.,取り込む,取締役会はコーポレートガバナンスを改善するために2人の独立取締役を補充することを決定した。,选举,董事会决定增选两名独立董事以改善公司治理。,especialista en transmisión de propiedades,El especialista en transmisión de propiedades se encargó de todos los aspectos legales de la transferencia de titularidad del inmueble comercial.
copious,The auditor took copious notes during the examination of the financial records.,풍부한,감사인은 재무 기록 검사 중 많은 메모를 했다.,豊富な,監査人は財務記録の検査中に大量のメモを取った。,大量的,审计员在检查财务记录期间做了大量笔记。,"cooptar, incorporar",La junta decidió cooptar a dos directores independientes para mejorar el gobierno corporativo.
cornerstone,Innovation has always been a cornerstone of the company's long-term growth strategy.,초석,혁신은 항상 회사의 장기 성장 전략의 초석이었다.,礎石,イノベーションは常に会社の長期成長戦略の礎であった。,基石,创新一直是公司长期增长战略的基石。,"copioso, abundante",El auditor tomó copiosas notas durante el examen de los registros financieros.
corporeal,The company's corporeal assets include all physical property and manufacturing equipment owned.,유형의,회사의 유형 자산에는 소유한 모든 물리적 자산과 제조 장비가 포함된다.,有体の,会社の有体資産にはすべての物理的財産と所有する製造設備が含まれる。,有形的,公司的有形资产包括所有实物财产和自有制造设备。,"piedra angular, fundamento",La innovación siempre ha sido una piedra angular de la estrategia de crecimiento a largo plazo de la empresa.
correlate,Analysts found that employee satisfaction levels correlate strongly with company productivity metrics.,상관시키다,분석가들은 직원 만족도가 회사 생산성 지표와 강하게 상관관계가 있음을 발견했다.,相関させる,アナリストは従業員満足度が会社の生産性指標と強く相関することを発見した。,关联,分析师发现员工满意度与公司生产力指标密切相关。,"corpóreo, material, tangible",Los activos corpóreos de la empresa incluyen toda la propiedad física y los equipos de fabricación propios.
counterclaim,The defendant filed a counterclaim alleging breach of the original partnership agreement.,반소,피고는 원래 파트너십 계약의 위반을 주장하는 반소를 제기했다.,反訴,被告は元のパートナーシップ契約の違反を主張する反訴を提起した。,反诉,被告提出反诉，指控违反了原始合伙协议。,"correlacionar, relacionar",Los analistas encontraron que los niveles de satisfacción de los empleados se correlacionan fuertemente con las métricas de productividad de la empresa.
counterfeit,The company implemented new measures to prevent counterfeit products from entering the market.,위조의,회사는 위조 제품이 시장에 유입되는 것을 방지하기 위한 새로운 조치를 시행했다.,偽造の,会社は偽造品の市場流入を防ぐための新しい措置を導入した。,伪造的,公司实施了新措施防止假冒产品进入市场。,"reconvención, demanda reconvencional",El demandado presentó una reconvención alegando incumplimiento del acuerdo de asociación original.
counterpart,The CEO met with her Japanese counterpart to discuss the joint venture terms.,상대방,CEO는 합작 투자 조건을 논의하기 위해 일본 측 상대방을 만났다.,相手方,CEOは合弁事業の条件を議論するために日本側のカウンターパートと会談した。,对应方,首席执行官与日方对等负责人会面讨论合资条款。,"falsificado, fraudulento",La empresa implementó nuevas medidas para evitar que productos falsificados entren al mercado.
countervailing,The government imposed countervailing duties on subsidized imports from competing foreign producers.,상쇄적인,정부는 경쟁 외국 생산자의 보조금을 받은 수입품에 상계 관세를 부과했다.,相殺的な,政府は競合する外国の生産者からの補助金付き輸入品に相殺関税を課した。,抵消的,政府对来自竞争外国生产商的补贴进口产品征收反补贴税。,"contraparte, homólogo",La directora ejecutiva se reunió con su homóloga japonesa para discutir los términos de la empresa conjunta.
coupon,The bond pays a semi-annual coupon rate of three point five percent.,이표,채권은 연 3.5%의 반기 이표율을 지급한다.,クーポン,債券は年3.5%の半年ごとのクーポンレートを支払う。,息票,该债券每半年支付百分之三点五的票面利率。,"compensatorio, de contrapeso",El gobierno impuso derechos compensatorios sobre las importaciones subvencionadas de productores extranjeros competidores.
covenantee,The covenantee has the right to enforce the restrictive covenant against the seller.,계약 수익자,약정 수익자는 판매자에 대해 제한적 약정을 집행할 권리가 있다.,契約受益者,契約の受益者は売主に対して制限的契約条項を執行する権利を有する。,契约受益人,契约受益人有权对卖方执行限制性契约。,"cupón, bono de interés",El bono paga una tasa de cupón semestral del tres punto cinco por ciento.
covenantor,The covenantor is legally bound to comply with all terms of the agreement.,계약 의무자,약정 의무자는 계약의 모든 조건을 준수할 법적 의무가 있다.,契約義務者,契約義務者は契約のすべての条件を遵守する法的義務を負う。,契约义务人,契约义务人在法律上有义务遵守协议的所有条款。,beneficiario de un pacto,El beneficiario del pacto tiene derecho a ejecutar el pacto restrictivo contra el vendedor.
credential,All employees must present valid credentials before accessing the secure data center.,자격증,모든 직원은 보안 데이터 센터에 접근하기 전에 유효한 자격 증명을 제시해야 한다.,資格証明書,すべての従業員はセキュアデータセンターにアクセスする前に有効な資格証明を提示しなければならない。,资质证书,所有员工在进入安全数据中心前必须出示有效证件。,obligado por un pacto,El obligado por el pacto está legalmente vinculado a cumplir todos los términos del acuerdo.
