english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
show,Let me show you the way there.,보여주다,거기로 가는 길을 알려줄게요.,見せる,そこへの行き方を教えますね。,给...看,让我给你指路吧。,mostrar; enseñar,Déjame mostrarte el camino.,chỉ; cho xem,Để tôi chỉ đường cho bạn.,แสดง; ชี้ทาง,ให้ฉันชี้ทางให้,menunjukkan,Biar saya tunjukkan jalannya.
explain,Can you explain this to me please?,설명하다,이것을 설명해 주실래요?,説明する,これを説明してもらえますか？,解释,你能给我解释一下这个吗？,explicar,"¿Puedes explicarme esto, por favor?",giải thích,Bạn giải thích cho tôi được không?,อธิบาย,ช่วยอธิบายให้ฉันฟังได้ไหม?,menjelaskan,Bisakah Anda menjelaskan ini kepada saya?
promise,I promise to be there on time.,약속하다,"제시간에 갈게요, 약속해요.",約束する,時間通りに行くと約束します。,承诺,我保证会准时到。,prometer,Prometo llegar a tiempo.,hứa,Tôi hứa sẽ đến đúng giờ.,สัญญา,ฉันสัญญาว่าจะไปถึงตรงเวลา,berjanji,Saya berjanji akan datang tepat waktu.
follow,"Follow me, I know the way.",따라오다,"나를 따라와요, 길을 알아요.",ついて来る,ついてきてください、道を知っています。,跟随,跟我来，我知道路。,seguir,"Sígueme, yo sé el camino.",theo,"Đi theo tôi, tôi biết đường.",ตาม; ติดตาม,ตามฉันมา ฉันรู้ทาง,mengikuti,"Ikuti saya, saya tahu jalannya."
join,Would you like to join us for lunch?,참가하다,점심에 같이 하실래요?,参加する,昼食に一緒にいかがですか？,加入,你想和我们一起吃午饭吗？,unirse; incorporarse,¿Te gustaría unirte a nosotros para almorzar?,tham gia,Bạn muốn cùng ăn trưa không?,เข้าร่วม,คุณอยากมาร่วมทานอาหารกลางวันไหม?,bergabung,Maukah Anda bergabung dengan kami untuk makan siang?
meet,Let us meet at the coffee shop.,만나다,커피숍에서 만나요.,会う,コーヒーショップで会いましょう。,见面,我们在咖啡店见吧。,encontrarse; reunirse,Reunámonos en la cafetería.,gặp,Chúng ta gặp nhau ở quán cà phê nhé.,พบ; เจอ,เราไปเจอกันที่ร้านกาแฟเถอะ,bertemu,Mari kita bertemu di kedai kopi.
leave,We should leave before it gets dark.,떠나다,어두워지기 전에 떠나야 해요.,出る; 離れる,暗くなる前に出発すべきです。,离开,我们应该在天黑前离开。,irse; salir,Debemos irnos antes de que oscurezca.,rời đi,Chúng ta nên đi trước khi trời tối.,ออกไป; จากไป,เราควรออกไปก่อนมืด,pergi; meninggalkan,Kita harus pergi sebelum gelap.
arrive,The train will arrive at six o'clock.,도착하다,기차가 여섯 시에 도착해요.,到着する,電車は6時に到着します。,到达,火车六点到达。,llegar,El tren llegará a las seis.,đến,Tàu sẽ đến lúc sáu giờ.,มาถึง,รถไฟจะมาถึงตอนหกโมง,tiba; sampai,Kereta akan tiba pukul enam.
return,I will return the book to the library.,돌아오다,도서관에 책을 반납할 거예요.,戻る,図書館に本を返します。,回来,我会把书还给图书馆。,volver; regresar,Regresaré el libro a la biblioteca.,trả lại; quay về,Tôi sẽ trả sách cho thư viện.,คืน; กลับ,ฉันจะคืนหนังสือให้ห้องสมุด,mengembalikan; kembali,Saya akan mengembalikan buku ke perpustakaan.
pass,Please pass me the salt on the table.,통과하다; 합격하다,테이블 위의 소금 좀 건네주세요.,合格する; 通る,テーブルの塩を渡してください。,通过,请把桌上的盐递给我。,pasar; aprobar,"Por favor, pásame la sal de la mesa.",đưa; qua,Xin đưa muối cho tôi.,ส่ง; ผ่าน,กรุณาส่งเกลือให้ฉันด้วย,memberikan; melewati,Tolong berikan garam di atas meja itu.
send,I will send you an email today.,보내다,오늘 이메일 보낼게요.,送る,今日メールを送ります。,发送,我今天给你发邮件。,enviar; mandar,Te enviaré un correo electrónico hoy.,gửi,Tôi sẽ gửi email cho bạn hôm nay.,ส่ง,ฉันจะส่งอีเมลให้คุณวันนี้,mengirim,Saya akan mengirim email kepada Anda hari ini.
receive,Did you receive my message yesterday?,받다,어제 내 메시지 받았어요?,受け取る,昨日私のメッセージを受け取りましたか？,收到,你昨天收到我的消息了吗？,recibir,¿Recibiste mi mensaje ayer?,nhận,Bạn có nhận được tin nhắn hôm qua không?,ได้รับ,คุณได้รับข้อความของฉันเมื่อวานไหม?,menerima,Apakah Anda menerima pesan saya kemarin?
share,Let us share this pizza together.,나누다,이 피자를 나눠 먹어요.,分ける,このピザを一緒に分けましょう。,分享,我们一起分享这个披萨吧。,compartir,Compartamos esta pizza juntos.,chia sẻ,Cùng chia sẻ pizza này nhé.,แบ่งปัน,เรามาแบ่งพิซซ่านี้ด้วยกันเถอะ,berbagi,Mari kita berbagi pizza ini bersama.
turn,Turn right at the next corner.,돌다; 차례,다음 모퉁이에서 우회전하세요.,曲がる; 番,次の角を右に曲がってください。,转; 轮到,在下一个拐角右转。,girar; turno,Gira a la derecha en la próxima esquina.,rẽ; quay,Rẽ phải ở góc tiếp theo.,เลี้ยว,เลี้ยวขวาที่มุมถัดไป,belok; berbelok,Belok kanan di tikungan berikutnya.
break,Be careful not to break the glass.,깨다; 부러뜨리다,유리를 깨지 않도록 조심하세요.,壊す; 折る,グラスを割らないように気をつけてください。,打破,小心别打碎玻璃杯。,romper; quebrar,Ten cuidado de no romper el vaso.,làm vỡ,Cẩn thận đừng làm vỡ ly.,ทำแตก; หัก,ระวังอย่าทำแก้วแตก,memecahkan,Hati-hati jangan memecahkan gelasnya.
fix,He can fix your broken bicycle.,고치다,그가 고장난 자전거를 고칠 수 있어요.,修理する,彼はあなたの壊れた自転車を直せます。,修理,他能修好你坏掉的自行车。,arreglar; reparar,Él puede arreglar tu bicicleta rota.,sửa chữa,Anh ấy sửa được xe đạp hỏng.,ซ่อม,เขาซ่อมจักรยานที่พังได้,memperbaiki,Dia bisa memperbaiki sepedamu yang rusak.
build,They will build a new school here.,짓다; 건설하다,여기에 새 학교를 지을 거예요.,建てる,ここに新しい学校を建てます。,建造,他们将在这里建一所新学校。,construir; edificar,Aquí construirán una nueva escuela.,xây dựng,Họ sẽ xây trường học mới ở đây.,สร้าง,พวกเขาจะสร้างโรงเรียนใหม่ที่นี่,membangun,Mereka akan membangun sekolah baru di sini.
cut,Please cut the paper in half.,자르다,종이를 반으로 잘라 주세요.,切る,紙を半分に切ってください。,剪; 切,请把纸剪成两半。,cortar,"Por favor, corta el papel por la mitad.",cắt,Xin hãy cắt đôi tờ giấy.,ตัด,กรุณาตัดกระดาษครึ่งหนึ่ง,memotong,Tolong potong kertas itu menjadi dua.
pull,Pull the door to open it.,당기다,문을 당겨서 여세요.,引く,ドアを引いて開けてください。,拉,拉门把门打开。,jalar; halar,Jala la puerta para abrirla.,kéo,Kéo cửa để mở ra.,ดึง,ดึงประตูเพื่อเปิด,menarik,Tarik pintunya untuk membuka.
push,Push the door to close it.,밀다; 누르다,문을 밀어서 닫으세요.,押す,ドアを押して閉めてください。,推; 按,推门把门关上。,empujar,Empuja la puerta para cerrarla.,đẩy,Đẩy cửa để đóng lại.,ดัน; ผลัก,ดันประตูเพื่อปิด,mendorong,Dorong pintunya untuk menutup.
throw,Throw the ball to me now!,던지다,지금 나에게 공을 던져요!,投げる,今ボールを投げてください！,扔,现在把球扔给我！,lanzar; tirar,¡Lánzame la pelota ahora!,ném,Ném bóng cho tôi nào!,ขว้าง; โยน,โยนบอลมาให้ฉันเดี๋ยวนี้!,melempar,Lempar bolanya ke saya sekarang!
catch,He tried to catch the falling ball.,잡다,그는 떨어지는 공을 잡으려고 했어요.,捕る,彼は落ちるボールを捕まえようとしました。,接住,他试图接住掉下来的球。,atrapar; coger,Él intentó atrapar la pelota que caía.,bắt; đón,Anh ấy cố bắt quả bóng đang rơi.,จับ; รับ,เขาพยายามรับลูกบอลที่ตกลงมา,menangkap,Dia mencoba menangkap bola yang jatuh.
pick,She picked some flowers from the garden.,고르다; 따다,그녀는 정원에서 꽃을 몇 송이 꺾었어요.,摘む; 選ぶ,彼女は庭から花を何本か摘みました。,摘; 选,她从花园里摘了一些花。,recoger; escoger,Ella recogió algunas flores del jardín.,hái; nhặt,Cô ấy hái hoa trong vườn.,เก็บ; เลือก,เธอเก็บดอกไม้จากสวน,memetik; mengambil,Dia memetik beberapa bunga dari kebun.
hang,Please hang your coat on the hook.,걸다,코트를 걸이에 걸어 주세요.,掛ける,コートをフックにかけてください。,挂,请把外套挂在挂钩上。,colgar,"Por favor, cuelga tu abrigo en el gancho.",treo,Xin treo áo khoác lên móc.,แขวน,กรุณาแขวนเสื้อโค้ทบนตะขอ,menggantung,Tolong gantungkan mantel Anda di gantungan.
fill,Please fill the glass with water.,채우다,컵에 물을 채워 주세요.,満たす,グラスに水を入れてください。,装满,请把杯子装满水。,llenar,"Por favor, llena el vaso con agua.",đổ đầy,Xin đổ đầy ly bằng nước.,เติม,กรุณาเติมน้ำในแก้ว,mengisi,Tolong isi gelas dengan air.
wear,She wears a uniform to school.,입다; 착용하다,그녀는 교복을 입고 학교에 가요.,着る,彼女は制服を着て学校に行きます。,穿,她穿校服去上学。,llevar puesto; usar,Ella lleva uniforme a la escuela.,mặc; mang,Cô ấy mặc đồng phục đi học.,สวม; ใส่,เธอสวมชุดนักเรียนไปโรงเรียน,memakai,Dia memakai seragam ke sekolah.
draw,The child likes to draw pictures.,그리다,아이는 그림 그리기를 좋아해요.,描く,子供は絵を描くのが好きです。,画,孩子喜欢画画。,dibujar,Al niño le gusta dibujar.,vẽ,Đứa trẻ thích vẽ tranh.,วาด,เด็กชอบวาดรูป,menggambar,Anak itu suka menggambar.
paint,She painted the wall a bright yellow.,칠하다; 그리다,그녀는 벽을 밝은 노란색으로 칠했어요.,塗る,彼女は壁を明るい黄色に塗りました。,涂; 画,她把墙刷成了鲜亮的黄色。,pintar,Ella pintó la pared de amarillo brillante.,sơn; vẽ,Cô ấy sơn tường màu vàng sáng.,ทาสี; วาดภาพ,เธอทาสีผนังเป็นสีเหลืองสดใส,mengecat; melukis,Dia mengecat dinding berwarna kuning cerah.
