"english","example","ko_meaning","ko_example","ja_meaning","ja_example","zh_meaning","zh_example"
"dissent","Several board members expressed strong dissent over the proposed executive compensation plan.","반대","여러 이사회 구성원이 제안된 경영진 보상 계획에 대해 강한 반대를 표명했다.","反対","複数の取締役が提案された役員報酬プランに強い反対を表明した。","异议","几位董事会成员对拟议的高管薪酬计划表达了强烈的异议。"
"dissolute","The dissolute spending habits of the former CEO nearly bankrupted the company.","방탕한","전 CEO의 방탕한 지출 습관이 회사를 거의 파산시킬 뻔했다.","放蕩な","前CEOの放蕩な支出習慣が会社をほぼ破産させるところだった。","放荡的","前CEO放荡的消费习惯差点使公司破产。"
"dissuade","The advisor tried to dissuade the client from making a risky overseas investment.","단념시키다","고문은 고객이 위험한 해외 투자를 하지 않도록 단념시키려 했다.","思いとどまらせる","アドバイザーはクライアントにリスクの高い海外投資を思いとどまらせようとした。","劝阻","顾问试图劝阻客户进行有风险的海外投资。"
"divergent","The two subsidiaries adopted divergent strategies for approaching the Asian market.","분기하는","두 자회사는 아시아 시장 접근에 분기하는 전략을 채택했다.","分岐する","2つの子会社はアジア市場へのアプローチに分岐する戦略を採用した。","不同的","两家子公司对进入亚洲市场采取了不同的策略。"
"docent","The company hired a docent to guide VIP visitors through the innovation center.","안내인","회사는 VIP 방문객을 혁신 센터로 안내하기 위해 안내인을 고용했다.","案内人","会社はVIP訪問者をイノベーションセンターに案内するために案内人を雇った。","讲解员","公司聘请了一名讲解员引导VIP访客参观创新中心。"
"dolorous","The dolorous announcement of mass layoffs affected the entire corporate community.","비통한","대규모 해고의 비통한 발표가 전체 기업 공동체에 영향을 미쳤다.","悲痛な","大規模リストラの悲痛な発表が企業コミュニティ全体に影響を与えた。","悲伤的","大规模裁员的悲伤公告影响了整个企业界。"
"edifice","The corporate headquarters is an impressive edifice of modern architectural design.","건축물","본사는 현대 건축 설계의 인상적인 건축물이다.","建造物","本社は現代建築デザインの印象的な建造物だ。","大厦","公司总部是一座令人印象深刻的现代建筑设计大厦。"
"efface","The company worked to efface all traces of the previous brand identity.","지우다","회사는 이전 브랜드 정체성의 모든 흔적을 지우기 위해 노력했다.","消し去る","会社は以前のブランドアイデンティティの全ての痕跡を消し去るために取り組んだ。","抹去","公司努力抹去以前品牌标识的所有痕迹。"
"effete","The once innovative company had become effete and incapable of creative thinking.","쇠약한","한때 혁신적이었던 회사가 쇠약해지고 창의적 사고가 불가능해졌다.","衰退した","かつてイノベーティブだった会社は衰退し創造的思考ができなくなった。","衰弱的","这家曾经创新的公司已变得衰弱，无法进行创造性思考。"
"effrontery","The competitor had the effrontery to copy the patented design without permission.","뻔뻔함","경쟁사는 허가 없이 특허 디자인을 복사하는 뻔뻔함을 보였다.","厚かましさ","競合他社は許可なく特許デザインをコピーするという厚かましさを見せた。","厚颜无耻","竞争对手厚颜无耻地在未经许可的情况下复制了专利设计。"
"elapse","Six months must elapse before the non-compete agreement expires for departing employees.","경과하다","퇴사 직원의 경쟁 금지 계약이 만료되기 전에 6개월이 경과해야 한다.","経過する","退職する従業員の競業避止契約が期限切れになるまで6ヶ月が経過しなければならない。","过去","离职员工的竞业禁止协议到期前必须经过六个月。"
"elocution","The executive coach focused on improving the manager's elocution for public speaking.","웅변술","경영 코치는 관리자의 공개 연설을 위한 웅변술 개선에 집중했다.","話術","エグゼクティブコーチはマネージャーのパブリックスピーキングのための話術向上に焦点を当てた。","演说术","高管教练专注于改善经理的公开演讲演说术。"
"embargo","The government imposed a trade embargo on imports from the sanctioned country.","금수 조치","정부는 제재 대상 국가로부터의 수입에 대한 무역 금수 조치를 부과했다.","禁輸","政府は制裁対象国からの輸入に対して貿易禁輸措置を課した。","禁运","政府对来自受制裁国家的进口实施了贸易禁运。"
"embezzle","The former finance director was convicted of embezzling millions from corporate accounts.","횡령하다","전 재무 이사가 기업 계좌에서 수백만 달러를 횡령한 혐의로 유죄 판결을 받았다.","横領する","元財務取締役は企業口座から数百万ドルを横領した罪で有罪判決を受けた。","挪用","前财务总监因从公司账户挪用数百万美元而被定罪。"
"empathy","Effective leadership requires genuine empathy toward all members of the team.","공감","효과적인 리더십은 팀의 모든 구성원에 대한 진정한 공감을 필요로 한다.","共感","効果的なリーダーシップはチーム全メンバーに対する真の共感を必要とする。","共情","有效的领导力需要对团队所有成员真诚的共情。"
"empower","The new organizational structure is designed to empower frontline managers.","권한을 부여하다","새로운 조직 구조는 일선 관리자에게 권한을 부여하기 위해 설계되었다.","権限を与える","新しい組織構造は第一線のマネージャーに権限を与えるために設計されている。","赋权","新的组织结构旨在赋权一线管理者。"
